batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
47767,CrackIVF,16,764256,16,16000,100,10,42,99999,124648.40435120277,1.727477996610105,0.0016700068954378366,1.7258079897146672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.975,0.92125
47768,CrackIVF,16,764272,16,16000,100,10,42,99999,124650.23796921014,1.8336180073674768,0.0019900035113096237,1.8316280038561672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.8875,0.865
47769,CrackIVF,16,764288,16,16000,100,10,42,99999,124652.08463722956,1.846668019425124,0.0016700068954378366,1.844998012529686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.975,0.966875
47770,CrackIVF,16,764304,16,16000,100,10,42,99999,124653.6868152325,1.6021780029404908,0.0017299898900091648,1.6004480130504817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95,0.90375
47771,CrackIVF,16,764320,16,16000,100,10,42,99999,124655.45739323716,1.7705780046526343,0.0018500140868127346,1.7687279905658215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.9375,0.866875
47772,CrackIVF,16,764336,16,16000,100,10,42,99999,124657.2168112325,1.7594179953448474,0.001880020136013627,1.7575379752088338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.926875
47773,CrackIVF,16,764352,16,16000,100,10,42,99999,124658.91765922424,1.7008479917421937,0.0017200072761625051,1.6991279844660312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95,0.881875
47774,CrackIVF,16,764368,16,16000,100,10,42,99999,124660.7735682046,1.8559089803602546,0.0016400008462369442,1.8542689795140177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.8875,0.84625
47775,CrackIVF,16,764384,16,16000,100,10,42,99999,124662.52119618002,1.7476279754191637,0.0017900019884109497,1.7458379734307528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.94375,0.928125
47776,CrackIVF,16,764400,16,16000,100,10,42,99999,124664.31322417338,1.7920279933605343,0.0020700099412351847,1.7899579834192991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.893125
