batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ,cum_dist_comp
1884,CrackIVF,16,30128,16,5875,100,10,42,99999,8639.187410968589,2.494771993951872,0.47631398774683475,2.0184580062050372,0.0,0.005695997970178723,0.0,0.0,0.0,0.0,0.46268198639154434,1,0.9375,0.875,0.786875,228977697
1885,CrackIVF,16,30144,16,5875,100,10,42,99999,8640.998046961613,1.8106359930243343,0.14799897326156497,1.6626370197627693,0.0,0.004895991878584027,0.0,0.0,0.0,0.0,0.13761501759290695,1,0.8125,0.9,0.754375,228977697
1886,CrackIVF,16,30160,16,5875,100,10,42,99999,8642.623100953642,1.6250539920292795,0.3512119874358177,1.2738420045934618,0.0,0.0043679901864379644,0.0,0.0,0.0,0.0,0.34177201450802386,1,0.8125,0.80625,0.6775,228977697
1887,CrackIVF,16,30176,16,5875,100,10,42,99999,8644.138395960908,1.5152950072661042,0.14795101014897227,1.367343997117132,0.0,0.004896020982414484,0.0,0.0,0.0,0.0,0.1367350050713867,1,1.0,0.89375,0.72375,228977697
1888,CrackIVF,16,30192,16,5875,100,10,42,99999,8645.693690952612,1.555294991703704,0.27806099387817085,1.2772339978255332,0.0,0.004495988832786679,0.0,0.0,0.0,0.0,0.26798099861480296,1,0.9375,0.86875,0.7375,228977697
1889,CrackIVF,16,30208,16,5875,100,10,42,99999,8647.614725952735,1.9210350001230836,0.15380600234493613,1.7672289977781475,0.0,0.0052480027079582214,0.0,0.0,0.0,0.0,0.14263801858760417,1,0.9375,0.83125,0.645,228977697
1890,CrackIVF,16,30224,16,5875,100,10,42,99999,8649.640110932523,2.025384979788214,0.26505300775170326,1.7603319720365107,0.0,0.00457599526271224,0.0,0.0,0.0,0.0,0.2549729833845049,1,0.9375,0.8375,0.700625,228977697
1891,CrackIVF,16,30240,16,5875,100,10,42,99999,8651.434986939421,1.794876006897539,0.15545400674454868,1.6394220001529902,0.0,0.005712005076929927,0.0,0.0,0.0,0.0,0.143741985084489,1,0.875,0.85625,0.8,228977697
1892,CrackIVF,16,30256,16,5875,100,10,42,99999,8653.85007992154,2.4150929821189493,0.5451299948617816,1.8699629872571677,0.0,0.00510402605868876,0.0,0.0,0.0,0.0,0.5332739965524524,1,0.875,0.88125,0.69125,228977697
1893,CrackIVF,16,30272,16,5875,100,10,42,99999,8655.323967919685,1.4738879981450737,0.16346998745575547,1.3104180106893182,0.0,0.0052480027079582214,0.0,0.0,0.0,0.0,0.15150202671065927,1,0.9375,0.91875,0.788125,228977697
1894,CrackIVF,16,30288,16,5875,100,10,42,99999,8656.700223917142,1.3762559974566102,0.15859000268392265,1.2176659947726876,0.0,0.0048000074457377195,0.0,0.0,0.0,0.0,0.1483340165577829,1,0.875,0.80625,0.7325,228977697
1895,CrackIVF,16,30304,16,5875,100,10,42,99999,8658.333725907141,1.633501989999786,0.3788759931921959,1.2546259968075901,0.0,0.004224013537168503,0.0,0.0,0.0,0.0,0.36967601045034826,1,0.6875,0.85,0.76625,228977697
1896,CrackIVF,16,30320,16,5875,100,10,42,99999,8660.835073911585,2.501348004443571,0.39676399319432676,2.104584011249244,0.0,0.004191999323666096,0.0,0.0,0.0,0.0,0.38735600537620485,1,0.875,0.825,0.69875,228977697
1897,CrackIVF,16,30336,16,5875,100,10,42,99999,8663.200839917408,2.3657660058233887,0.14447802095673978,2.221287984866649,0.0,0.004592002369463444,0.0,0.0,0.0,0.0,0.13505402603186667,1,0.9375,0.9,0.778125,228977697
1898,CrackIVF,16,30352,16,5875,100,10,42,99999,8664.663318922976,1.4624790055677295,0.1493419986218214,1.313137006945908,0.0,0.004735979018732905,0.0,0.0,0.0,0.0,0.13969402061775327,1,0.875,0.8375,0.759375,228977697
1899,CrackIVF,16,30368,16,5875,100,10,42,99999,8666.34085192345,1.6775330004747957,0.13428600504994392,1.5432469954248518,0.0,0.0046879868023097515,0.0,0.0,0.0,0.0,0.12499000877141953,1,1.0,0.825,0.676875,228977697
1900,CrackIVF,16,30384,16,5875,100,10,42,99999,8667.951361945597,1.6105100221466273,0.14007900608703494,1.4704310160595924,0.0,0.00398399424739182,0.0,0.0,0.0,0.0,0.1314069959335029,1,0.9375,0.9,0.809375,228977697
